,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
81239,10,CASH_IN,179562.06,C730711552,1918187.45,2097749.51,C1096187131,832054.66,805785.27,0.0,0.0
145851,11,CASH_IN,240355.77,C945225294,9388320.24,9628676.0,C213105924,381874.78,141519.01,0.0,0.0
132591,11,CASH_IN,213019.53,C806664647,9070075.66,9283095.2,C16485504,409190.0,718845.43,0.0,0.0
20272,8,CASH_IN,186097.69,C1648632343,4239223.49,4425321.18,C476402209,359879.28,0.0,0.0,0.0
116895,11,CASH_IN,309456.53,C1808549934,27340.0,336796.53,C1850042097,41208.5,0.0,0.0,0.0
159241,12,CASH_IN,23206.21,C1746074514,30532.0,53738.21,C1847088290,5636.0,0.0,0.0,0.0
37299,9,CASH_IN,305678.73,C901721237,62408.0,368086.73,C1406333164,0.0,0.0,0.0,0.0
67842,9,CASH_IN,3918.68,C1891910832,12042507.83,12046426.51,C2131646292,4348921.85,5916456.0,0.0,0.0
172455,12,CASH_IN,163673.27,C1376270427,12947133.38,13110806.65,C1436606008,7236306.44,8653917.63,0.0,0.0
103641,10,CASH_IN,127097.41,C425655474,1827598.26,1954695.67,C144436412,228219.35,102148.74,0.0,0.0
88718,10,CASH_IN,81896.95,C1925442743,13860459.57,13942356.52,C779481876,358829.7,276932.75,0.0,0.0
93882,10,CASH_IN,352723.85,C1769474874,7177867.48,7530591.34,C1978980520,471120.21,198313.49,0.0,0.0
143933,11,CASH_IN,216259.09,C501522212,892407.37,1108666.45,C1514834483,249908.15,120736.04,0.0,0.0
14276,8,CASH_IN,329415.01,C334458697,16068.0,345483.01,C1691655733,89918.31,86279.35,0.0,0.0
172456,12,CASH_IN,395236.92,C924184748,13110806.65,13506043.56,C413738212,1091330.66,696093.74,0.0,0.0
101922,10,CASH_IN,189528.56,C831744387,6804263.69,6993792.26,C1523483543,1028348.3,849547.52,0.0,0.0
11461,7,CASH_IN,93739.13,C73270665,1174059.25,1267798.39,C1698704934,232501.0,0.0,0.0,0.0
26787,8,CASH_IN,155107.37,C1640375064,4289960.64,4445068.01,C2091209617,1190553.41,1178577.89,0.0,0.0
83625,10,CASH_IN,159104.45,C1606089534,101555.0,260659.45,C821271965,259187.53,157816.87,0.0,0.0
39042,9,CASH_IN,162344.53,C604961194,3582986.48,3745331.01,C720759478,8174523.39,8044305.22,0.0,0.0
8379,7,CASH_IN,42273.58,C1594513480,180837.59,223111.17,C1577253667,58443.29,16169.71,0.0,0.0
68494,9,CASH_IN,23498.59,C1997063501,101465.0,124963.59,C2029518292,574294.38,271257.69,0.0,0.0
191455,13,CASH_IN,58314.66,C1006458735,116993.0,175307.66,C885951223,10116835.73,10274423.38,0.0,0.0
168171,12,CASH_IN,204674.45,C502385183,837489.5,1042163.95,C1185042928,210650.0,0.0,0.0,0.0
16386,8,CASH_IN,27774.15,C624265872,1802.04,29576.18,C1689262323,222215.17,14639.3,0.0,0.0
142543,11,CASH_IN,295912.18,C705532660,71031.0,366943.18,C2039463280,200830.0,0.0,0.0,0.0
113726,11,CASH_IN,69374.5,C1461680302,22385515.45,22454889.95,C16729522,3116060.77,3046686.27,0.0,0.0
133849,11,CASH_IN,225073.93,C344398673,31066.0,256139.93,C1647967894,454363.11,269855.64,0.0,0.0
118769,11,CASH_IN,84210.2,C204422351,5139833.62,5224043.82,C2056524531,1274616.21,1383978.6,0.0,0.0
29460,8,CASH_IN,102257.57,C1079307320,10912.0,113169.57,C1993311391,0.0,0.0,0.0,0.0
61051,9,CASH_IN,197025.91,C1178888500,8083928.54,8280954.45,C1383454473,2869926.97,3341582.26,0.0,0.0
83778,10,CASH_IN,481435.41,C252458405,4912895.91,5394331.31,C1195589213,2235845.79,1965587.6,0.0,0.0
176923,12,CASH_IN,31909.8,C1464080739,5283834.31,5315744.11,C1656128271,223506.79,202296.69,0.0,0.0
93100,10,CASH_IN,543613.1,C2032736211,746188.7,1289801.79,C1851192788,84503.3,0.0,0.0,0.0
163836,12,CASH_IN,427074.43,C454739224,315323.26,742397.69,C1715798094,0.0,0.0,0.0,0.0
7904,7,CASH_IN,3433.0,C725028009,3776336.45,3779769.45,C1019670582,452133.47,397273.75,0.0,0.0
157522,12,CASH_IN,167558.72,C261497175,4681.57,172240.29,C468843882,263800.52,96241.8,0.0,0.0
190842,13,CASH_IN,42153.76,C1989706332,3050651.68,3092805.44,C1587264925,3445570.63,3403416.87,0.0,0.0
34199,8,CASH_IN,282582.13,C798985162,29863.0,312445.13,C1647809929,881217.38,935011.72,0.0,0.0
10147,7,CASH_IN,264890.57,C695931862,49582.0,314472.57,C1651945012,1556799.98,2542356.18,0.0,0.0
158449,12,CASH_IN,294212.76,C501512749,16536651.4,16830864.16,C275722948,778171.08,565313.49,0.0,0.0
192146,13,CASH_IN,286428.91,C1516482159,21348.0,307776.91,C248937559,0.0,0.0,0.0,0.0
7938,7,CASH_IN,89533.09,C1559469558,7857630.95,7947164.04,C1213485528,360373.89,234828.48,0.0,0.0
169756,12,CASH_IN,99898.82,C1651554136,482349.08,582247.9,C743760994,55529.68,147345.73,0.0,0.0
144829,11,CASH_IN,87257.09,C1320787056,8754620.35,8841877.44,C2143998843,490515.28,429352.11,0.0,0.0
91987,10,CASH_IN,484946.98,C661478907,20224.0,505170.98,C1980189656,14091.0,1619324.62,0.0,0.0
60970,9,CASH_IN,531280.99,C1586314967,451860.3,983141.29,C1847509784,955481.13,450077.92,0.0,0.0
82383,10,CASH_IN,516384.05,C865698846,62.0,516446.05,C1800405372,0.0,0.0,0.0,0.0
125266,11,CASH_IN,255737.05,C1463482837,4382344.65,4638081.7,C799134055,1467428.32,1211691.28,0.0,0.0
185756,13,CASH_IN,11033.64,C668796029,16388868.04,16399901.68,C447320069,766863.23,1220960.24,0.0,0.0
13371,7,CASH_IN,19480.8,C121392312,65496.5,84977.3,C323302928,37341.0,717277.68,0.0,0.0
147213,12,CASH_IN,253824.26,C335741228,6441163.59,6694987.85,C1172704377,2729906.25,2476081.99,0.0,0.0
137950,11,CASH_IN,61690.45,C1463971785,4086920.1,4148610.54,C542837562,984449.37,922758.92,0.0,0.0
114304,11,CASH_IN,24266.46,C1877660213,620063.23,644329.69,C1137371968,5960439.67,5936173.22,0.0,0.0
167658,12,CASH_IN,37631.39,C1430116460,5570155.78,5607787.16,C1046164170,2177210.41,2206639.18,0.0,0.0
22029,8,CASH_IN,122653.42,C886223933,12020256.57,12142909.99,C705265015,196595.62,55845.9,0.0,0.0
140665,11,CASH_IN,332639.14,C1527533429,7436864.24,7769503.39,C1049373115,3734492.15,3742367.43,0.0,0.0
22131,8,CASH_IN,323169.02,C111881210,5799871.67,6123040.68,C1421496184,367066.54,29165.18,0.0,0.0
156507,12,CASH_IN,123263.53,C50129246,3754678.24,3877941.77,C374540077,1129545.98,1006282.45,0.0,0.0
69901,9,CASH_IN,121832.39,C1527191548,46295.0,168127.39,C1751252982,0.0,0.0,0.0,0.0
60723,9,CASH_IN,281608.8,C1543719430,451113.0,732721.8,C1590351968,3377979.92,4220293.62,0.0,0.0
101902,10,CASH_IN,2008.63,C1902381815,4511858.47,4513867.11,C749610836,13356.68,11348.04,0.0,0.0
64493,9,CASH_IN,275199.46,C1420652199,27767808.24,28043007.7,C1308497108,2023335.7,4196106.14,0.0,0.0
173340,12,CASH_IN,437821.87,C1272336066,567.0,438388.87,C1735114530,205176.29,0.0,0.0,0.0
36037,9,CASH_IN,199880.98,C115253114,90481.0,290361.98,C1011054162,62523.99,0.0,0.0,0.0
177425,12,CASH_IN,53092.95,C1928109933,579.0,53671.95,C1720721903,40846.0,0.0,0.0,0.0
69880,9,CASH_IN,115471.02,C48457928,1236671.29,1352142.31,C1213485528,938117.51,909589.96,0.0,0.0
67837,9,CASH_IN,338670.53,C959423067,11413901.43,11752571.95,C705321061,1738550.91,1530409.48,0.0,0.0
3635,2,CASH_IN,224321.58,C1651923692,5301210.16,5525531.75,C1504109395,1528227.01,930271.58,0.0,0.0
24850,8,CASH_IN,314845.9,C1608980291,147.0,314992.9,C1234776885,5767584.04,5424661.74,0.0,0.0
147767,12,CASH_IN,346387.78,C1193433164,104233.0,450620.78,C417048985,55985.0,568140.29,0.0,0.0
122284,11,CASH_IN,469930.2,C1268696535,9080.0,479010.2,C1128407310,183677.8,0.0,0.0,0.0
125338,11,CASH_IN,480829.03,C197194617,16827.0,497656.03,C502075429,0.0,0.0,0.0,0.0
138250,11,CASH_IN,6565.29,C2147147634,2366031.86,2372597.15,C314019925,18862.53,12297.24,0.0,0.0
188663,13,CASH_IN,196098.3,C1974380940,3524718.74,3720817.04,C1536106180,791281.53,595183.23,0.0,0.0
20402,8,CASH_IN,55482.57,C830679762,7906743.15,7962225.72,C257099532,67749.11,0.0,0.0,0.0
149629,12,CASH_IN,218914.49,C249434782,1843143.6,2062058.09,C1246960429,346679.73,127765.24,0.0,0.0
138909,11,CASH_IN,183332.46,C720530342,3060940.14,3244272.59,C2075255678,6463224.66,6107410.38,0.0,0.0
153802,12,CASH_IN,50757.36,C1162806265,401225.53,451982.89,C1978248714,39.0,0.0,0.0,0.0
187663,13,CASH_IN,203157.58,C1628806995,5504392.97,5707550.54,C1240091493,762690.46,518787.92,0.0,0.0
126107,11,CASH_IN,35986.61,C2079930502,21903854.28,21939840.89,C835309141,2462846.9,2426860.29,0.0,0.0
3924,3,CASH_IN,133683.73,C989896315,1268093.0,1401776.73,C173783788,822355.83,549946.93,0.0,0.0
146970,12,CASH_IN,116735.52,C646240639,2502983.85,2619719.37,C1787705223,974552.06,760404.43,0.0,0.0
107502,10,CASH_IN,46019.31,C258675697,6762197.2,6808216.5,C1002335651,1503671.36,1803832.12,0.0,0.0
57424,9,CASH_IN,381415.4,C431844436,277.0,381692.4,C1382404783,0.0,0.0,0.0,0.0
192253,13,CASH_IN,345979.53,C733139724,189873.0,535852.53,C791171671,95788.22,0.0,0.0,0.0
24185,8,CASH_IN,262935.84,C343750646,674988.48,937924.32,C657670477,5789.0,0.0,0.0,0.0
79269,10,CASH_IN,228202.4,C369240729,4949889.5,5178091.9,C3743274,385388.41,157186.02,0.0,0.0
88709,10,CASH_IN,90186.51,C504910084,13203103.18,13293289.69,C1601850161,281635.85,191449.34,0.0,0.0
106247,10,CASH_IN,39298.8,C1129021101,2603549.21,2642848.01,C2029305492,264898.63,19496.15,0.0,0.0
161483,12,CASH_IN,143539.22,C1969958591,327241.68,470780.9,C769047813,21220.03,0.0,0.0,0.0
61060,9,CASH_IN,296409.5,C1376301726,8983345.48,9279754.98,C261292810,2946642.0,3755983.98,0.0,0.0
58799,9,CASH_IN,21981.68,C1335392826,47748.0,69729.68,C840395259,144827.53,483093.13,0.0,0.0
126073,11,CASH_IN,469997.51,C1432024472,16578997.85,17048995.36,C417798553,1272623.19,802625.68,0.0,0.0
148312,12,CASH_IN,336688.04,C1150836606,10496.0,347184.04,C1195471589,51843.53,0.0,0.0,0.0
95507,10,CASH_IN,17968.93,C256723385,2029156.0,2047124.93,C599893207,2545446.78,2911228.45,0.0,0.0
152114,12,CASH_IN,103029.38,C115167548,19398356.94,19501386.32,C431028010,877817.7,557777.35,0.0,0.0
180333,12,CASH_IN,75944.62,C1823486456,5944621.67,6020566.29,C1571466752,1271338.41,1195393.79,0.0,0.0
153588,12,CASH_IN,313967.62,C1386226264,30069.0,344036.62,C1690141314,563597.23,249629.61,0.0,0.0
97262,10,CASH_IN,652677.67,C115016501,3723664.89,4376342.56,C67478378,2944147.17,2670802.0,0.0,0.0
58766,9,CASH_IN,48926.03,C2065655311,511.0,49437.03,C342342740,628.0,0.0,0.0,0.0
58590,9,CASH_IN,111277.24,C587118686,8300467.18,8411744.42,C1440737118,207751.0,0.0,0.0,0.0
41025,9,CASH_IN,422165.2,C526464768,5468035.11,5890200.3,C675203915,5398127.54,4800148.12,0.0,0.0
126520,11,CASH_IN,199919.44,C105298828,0.0,199919.44,C460468009,434818.82,234899.38,0.0,0.0
78247,10,CASH_IN,70573.37,C1299479174,5053393.57,5123966.95,C1800686774,1381792.8,1701721.89,0.0,0.0
100703,10,CASH_IN,331490.39,C1775077764,15508.0,346998.39,C203227078,22773.0,0.0,0.0,0.0
36270,9,CASH_IN,43682.55,C1348965545,10641230.34,10684912.89,C2131646292,217558.0,145270.83,0.0,0.0
113038,11,CASH_IN,180841.24,C1286078456,25846.0,206687.24,C311627829,0.0,0.0,0.0,0.0
97902,10,CASH_IN,189161.23,C1408208033,8106494.52,8295655.75,C332769115,1085782.46,896621.22,0.0,0.0
65650,9,CASH_IN,163823.17,C1589844044,5030674.24,5194497.41,C2094777811,4678235.61,4039191.77,0.0,0.0
101933,10,CASH_IN,498748.32,C1404267343,8290240.73,8788989.05,C1087473055,1871386.07,1821524.07,0.0,0.0
80647,10,CASH_IN,283138.19,C1849820590,4163580.01,4446718.19,C1669259232,2126904.83,1843766.64,0.0,0.0
3754,3,CASH_IN,437567.49,C751460639,2994735.4,3432302.88,C451111351,3697175.25,2560556.45,0.0,0.0
10975,7,CASH_IN,81117.65,C519134739,8030901.56,8112019.21,C1191924243,174354.81,2268.8,0.0,0.0
64220,9,CASH_IN,188740.33,C1938131673,5463838.91,5652579.24,C1953408808,818936.7,762773.6,0.0,0.0
151363,12,CASH_IN,260186.27,C176634675,3352178.67,3612364.93,C266078082,432125.25,171938.98,0.0,0.0
9372,7,CASH_IN,90519.47,C16830577,1591432.23,1681951.7,C1883840933,18164728.0,18056399.48,0.0,0.0
148728,12,CASH_IN,553498.16,C1472282219,11060.0,564558.16,C1242687848,182451.0,0.0,0.0,0.0
42960,9,CASH_IN,92388.27,C88151627,9311811.65,9404199.92,C1638556416,368816.35,276428.08,0.0,0.0
38847,9,CASH_IN,100056.8,C607819570,20101.0,120157.8,C1660926430,20449.0,101733.03,0.0,0.0
69316,9,CASH_IN,248725.81,C1080442513,32714.0,281439.81,C467311030,141690.36,0.0,0.0,0.0
145763,11,CASH_IN,70257.09,C257566646,1375875.72,1446132.8,C459567152,230454.82,160197.73,0.0,0.0
107222,10,CASH_IN,61086.11,C1427127354,1965006.16,2026092.27,C790722099,225373.6,378743.68,0.0,0.0
33715,8,CASH_IN,456683.48,C1987393553,558396.58,1015080.06,C36856762,998622.3,541938.83,0.0,0.0
86148,10,CASH_IN,239846.68,C1604171241,736564.84,976411.52,C961341325,431317.51,191470.83,0.0,0.0
180868,12,CASH_IN,79783.13,C917253272,13183.0,92966.13,C2123604590,87884.62,8101.5,0.0,0.0
93897,10,CASH_IN,10057.9,C2140582435,11160730.36,11170788.26,C1698369325,11382.0,238188.95,0.0,0.0
37608,9,CASH_IN,157848.01,C380137370,111970.0,269818.01,C190097337,0.0,0.0,0.0,0.0
60731,9,CASH_IN,308863.79,C1628637739,1813728.92,2122592.71,C788420454,7599674.69,6874044.6,0.0,0.0
13616,7,CASH_IN,7119.81,C2050415537,4702737.22,4709857.03,C1321139761,720805.97,1521202.97,0.0,0.0
98669,10,CASH_IN,349016.47,C1178751226,2309663.47,2658679.94,C1804883318,4059044.27,6800457.42,0.0,0.0
153266,12,CASH_IN,355113.71,C1915220287,204.0,355317.71,C1225933323,122124.82,0.0,0.0,0.0
178159,12,CASH_IN,368020.62,C982304653,400.0,368420.62,C1244947864,8716911.54,8042219.51,0.0,0.0
22503,8,CASH_IN,352987.46,C288585512,8128786.81,8481774.27,C665576141,10091539.09,14786300.22,0.0,0.0
155204,12,CASH_IN,375617.35,C969484704,866610.66,1242228.01,C893041125,3371375.11,3093676.23,0.0,0.0
20397,8,CASH_IN,52144.18,C1568066739,7499520.65,7551664.83,C97730845,17901738.15,23005385.41,0.0,0.0
74731,10,CASH_IN,400238.36,C1074185,4535.0,404773.36,C908043384,1641911.05,1109213.86,0.0,0.0
111532,11,CASH_IN,105453.92,C1702859371,9037803.92,9143257.84,C1749476584,2613531.03,2508077.11,0.0,0.0
100370,10,CASH_IN,121168.59,C1385348403,256.0,121424.59,C1671512757,34893.0,32480.35,0.0,0.0
102670,10,CASH_IN,88892.46,C2040988842,172449.27,261341.73,C694467240,0.0,0.0,0.0,0.0
178414,12,CASH_IN,69332.44,C1860422690,3118166.13,3187498.57,C1880832297,358254.13,124864.9,0.0,0.0
88376,10,CASH_IN,14262.07,C1029701743,5345910.35,5360172.41,C311481147,62101.23,47839.16,0.0,0.0
147339,12,CASH_IN,375481.09,C1198169230,32846.0,408327.09,C565439848,507950.14,132469.05,0.0,0.0
51401,9,CASH_IN,84555.41,C1827658508,9936363.81,10020919.23,C406031697,263307.49,0.0,0.0,0.0
100447,10,CASH_IN,261425.21,C931529343,5208615.88,5470041.1,C2077026990,908876.04,647450.83,0.0,0.0
44801,9,CASH_IN,376500.93,C1073128655,20797.0,397297.93,C313477108,0.0,0.0,0.0,0.0
37976,9,CASH_IN,22859.78,C227072577,3413296.46,3436156.23,C355731896,28352.48,5492.7,0.0,0.0
31195,8,CASH_IN,122807.44,C673458122,4559229.02,4682036.46,C131837504,2478612.72,2355805.28,0.0,0.0
164836,12,CASH_IN,166407.05,C1079954728,4617892.31,4784299.36,C1672343143,168198.09,1791.04,0.0,0.0
140367,11,CASH_IN,415089.28,C914786065,15385.0,430474.28,C506046490,63734.08,0.0,0.0,0.0
69879,9,CASH_IN,648958.9,C361880180,587712.39,1236671.29,C2090186380,2804948.68,2155989.78,0.0,0.0
192457,13,CASH_IN,77482.22,C1791891291,3910199.76,3987681.99,C1029614917,1334707.82,976391.0,0.0,0.0
117505,11,CASH_IN,237748.35,C16056547,5381.0,243129.35,C643319177,85700.36,0.0,0.0,0.0
114045,11,CASH_IN,49801.41,C609057644,3979533.21,4029334.62,C1410718425,115386.12,142409.45,0.0,0.0
43229,9,CASH_IN,145150.2,C924956093,5366494.71,5511644.91,C1760886989,210691.0,65540.8,0.0,0.0
44175,9,CASH_IN,25911.61,C2118245714,32211.0,58122.61,C1979576380,0.0,0.0,0.0,0.0
79522,10,CASH_IN,415015.36,C1547784142,907419.74,1322435.1,C345603257,9952954.79,11061017.39,0.0,0.0
77917,10,CASH_IN,34667.72,C1167448702,2721626.27,2756293.99,C2024554839,3385627.83,2909913.72,0.0,0.0
28816,8,CASH_IN,76327.94,C307027400,1587859.48,1664187.42,C401067111,111326.33,34998.4,0.0,0.0
140004,11,CASH_IN,200755.3,C439144476,698021.07,898776.36,C1075447932,8819287.43,8618532.14,0.0,0.0
105590,10,CASH_IN,156970.36,C1642714773,4819.0,161789.36,C125722707,1931682.16,1491208.96,0.0,0.0
151112,12,CASH_IN,164658.5,C961766155,7125.0,171783.5,C17273655,27617.28,0.0,0.0,0.0
153144,12,CASH_IN,150809.49,C2101717625,1367366.72,1518176.21,C1109747969,771046.59,731962.57,0.0,0.0
140135,11,CASH_IN,34868.24,C620531448,6694746.79,6729615.02,C1820355723,109381.05,513074.94,0.0,0.0
29043,8,CASH_IN,141207.87,C967430520,2954043.85,3095251.72,C1345969688,147711.6,6503.73,0.0,0.0
189342,13,CASH_IN,141101.91,C1313308167,20260.0,161361.91,C2136468105,400540.3,264747.17,0.0,0.0
18982,8,CASH_IN,58034.83,C635466082,1532199.82,1590234.65,C1494895909,1055626.49,1362678.43,0.0,0.0
2780,2,CASH_IN,137964.43,C507944445,7067180.95,7205145.37,C248609774,6096807.93,6534746.07,0.0,0.0
63035,9,CASH_IN,291807.79,C945154048,7587.0,299394.79,C1206178620,59270.81,0.0,0.0,0.0
180519,12,CASH_IN,55134.44,C1100813181,3727799.36,3782933.8,C1561835738,1621397.04,1566262.6,0.0,0.0
179532,12,CASH_IN,114680.79,C446860264,600349.0,715029.79,C974088986,5001541.42,4560169.39,0.0,0.0
45474,9,CASH_IN,187030.24,C1222703411,9367576.81,9554607.05,C1753885705,257823.82,70793.58,0.0,0.0
115898,11,CASH_IN,142369.25,C1978315573,667997.82,810367.07,C794295331,4394529.49,4442281.24,0.0,0.0
65217,9,CASH_IN,48320.94,C560197278,198415.32,246736.27,C1133144951,62886.0,0.0,0.0,0.0
48336,9,CASH_IN,27124.9,C997343510,81096.0,108220.9,C483370168,0.0,46331.87,0.0,0.0
65822,9,CASH_IN,228664.5,C1655689498,717307.0,945971.5,C2023070534,908820.15,217367.72,0.0,0.0
16975,8,CASH_IN,293781.38,C1842871991,92872.48,386653.86,C329473339,45395.63,0.0,0.0,0.0
17869,8,CASH_IN,275587.2,C1726837697,2375681.73,2651268.93,C1220897602,6036940.75,10388904.22,0.0,0.0
29067,8,CASH_IN,121781.83,C1784718880,6825009.07,6946790.9,C1816757085,14245089.2,14048634.13,0.0,0.0
56503,9,CASH_IN,434651.55,C1992809910,299992.0,734643.55,C1441051345,46832.81,74874.75,0.0,0.0
139697,11,CASH_IN,131866.18,C1071251277,50719.0,182585.18,C1716831828,500175.2,368309.01,0.0,0.0
45342,9,CASH_IN,165121.8,C849059193,254332.0,419453.8,C176319038,5507.0,106384.75,0.0,0.0
43425,9,CASH_IN,327496.11,C885033391,11323960.58,11651456.68,C949483950,651540.27,324044.17,0.0,0.0
84652,10,CASH_IN,44958.4,C1459922063,6101798.7,6146757.1,C1236311131,73833.09,28874.69,0.0,0.0
123070,11,CASH_IN,57786.0,C685341208,696803.19,754589.19,C1867332127,0.0,0.0,0.0,0.0
39774,9,CASH_IN,83596.91,C1845969766,21279.0,104875.91,C1472006972,0.0,0.0,0.0,0.0
174535,12,CASH_IN,74119.36,C1695446482,116935.23,191054.59,C1176005982,0.0,0.0,0.0,0.0
75537,10,CASH_IN,125609.24,C750704700,6306863.11,6432472.35,C1297685781,10334702.38,10121710.05,0.0,0.0
11706,7,CASH_IN,15058.83,C2142509129,9185351.36,9200410.2,C47827984,36334.0,207790.0,0.0,0.0
4944,5,CASH_IN,44538.32,C1207093026,8305084.52,8349622.85,C542895457,93380.65,48842.33,0.0,0.0
60490,9,CASH_IN,124555.34,C1290827040,34110.0,158665.34,C22508708,1251070.39,0.0,0.0,0.0
94970,10,CASH_IN,32711.45,C642956325,2029364.88,2062076.32,C567213165,398390.84,849940.9,0.0,0.0
44233,9,CASH_IN,129563.35,C1571612968,4397777.61,4527340.97,C150091086,564131.49,257488.36,0.0,0.0
126366,11,CASH_IN,13305.33,C195000612,3760894.22,3774199.55,C572569470,722625.84,709320.51,0.0,0.0
122313,11,CASH_IN,316252.63,C2089540236,6365331.79,6681584.41,C2011860169,1014438.15,698185.53,0.0,0.0
80855,10,CASH_IN,221307.74,C1040032088,50460.0,271767.74,C1651924497,2395831.86,3022869.34,0.0,0.0
97274,10,CASH_IN,94842.24,C1598648906,5559202.4,5654044.64,C2106643654,1285883.99,919557.6,0.0,0.0
145623,11,CASH_IN,106095.22,C495214140,5119123.14,5225218.36,C1691419695,4787063.53,4680968.31,0.0,0.0
119753,11,CASH_IN,228446.31,C663144580,2710.0,231156.31,C1708683454,575347.81,346901.5,0.0,0.0
7391,7,CASH_IN,395368.45,C34782860,2449221.61,2844590.06,C932583850,6220178.13,5670581.45,0.0,0.0
94763,10,CASH_IN,22036.76,C976255785,2017240.4,2039277.16,C181495989,178661.13,156624.37,0.0,0.0
131570,11,CASH_IN,91104.29,C552128241,52.0,91156.29,C503195940,1494732.93,1531887.66,0.0,0.0
472,1,CASH_IN,235564.81,C1672598778,4238085.34,4473650.15,C451111351,2676738.75,3940085.21,0.0,0.0
101852,10,CASH_IN,37116.16,C850698014,117486.0,154602.16,C1191076770,1153009.64,986949.19,0.0,0.0
9525,7,CASH_IN,37360.0,C1052245880,1558458.42,1595818.41,C790722099,88544.15,51184.15,0.0,0.0
123306,11,CASH_IN,314611.16,C2118175058,16162719.7,16477330.87,C1991252420,10238712.81,9924101.65,0.0,0.0
121677,11,CASH_IN,81098.92,C1597520802,6801467.25,6882566.18,C637926340,104689.76,23590.83,0.0,0.0
107644,10,CASH_IN,246422.12,C1309832688,9871055.89,10117478.01,C2084157350,4333655.33,3742667.75,0.0,0.0
176917,12,CASH_IN,557809.85,C958163908,4170848.83,4728658.68,C1833467691,4647956.06,3743171.16,0.0,0.0
36241,9,CASH_IN,213029.13,C631867943,6371771.03,6584800.15,C1167066016,877530.28,664501.15,0.0,0.0
121375,11,CASH_IN,206103.67,C2066742920,0.0,206103.67,C2029305492,225599.83,19496.15,0.0,0.0
145617,11,CASH_IN,66060.96,C1067772482,4669501.37,4735562.33,C1654951352,403984.17,444130.78,0.0,0.0
191998,13,CASH_IN,347045.09,C16452846,3334663.3,3681708.38,C1922860062,894951.86,1442307.58,0.0,0.0
5783,6,CASH_IN,224632.6,C1039159201,4242168.6,4466801.19,C1504109395,1888133.08,2554285.76,0.0,0.0
133180,11,CASH_IN,187336.81,C542890495,6050293.4,6237630.21,C1083108488,3983464.87,3937363.02,0.0,0.0
127210,11,CASH_IN,109838.32,C130374740,6272119.25,6381957.57,C485500846,293567.34,418100.31,0.0,0.0
169108,12,CASH_IN,376719.12,C1050352829,79593.41,456312.53,C287004270,407718.51,154425.71,0.0,0.0
181797,12,CASH_IN,161698.91,C195774777,4382791.2,4544490.1,C1598040187,637749.32,476050.41,0.0,0.0
140122,11,CASH_IN,194757.49,C227396110,5139249.03,5334006.53,C838411509,2017767.9,2034746.27,0.0,0.0
84384,10,CASH_IN,53044.23,C602450633,2386212.61,2439256.83,C645187727,167365.57,114321.35,0.0,0.0
145390,11,CASH_IN,36141.48,C110830196,8433721.28,8469862.76,C1780810785,51537.4,15395.92,0.0,0.0
173346,12,CASH_IN,153414.39,C1683329073,85.0,153499.39,C100901367,0.0,0.0,0.0,0.0
185523,13,CASH_IN,375045.42,C766899018,9961.0,385006.42,C187113895,51187.0,28308.43,0.0,0.0
47667,9,CASH_IN,372685.11,C1946728063,2092576.97,2465262.09,C1494880280,172587.0,291767.24,0.0,0.0
117496,11,CASH_IN,71898.0,C2065554459,83499.0,155397.0,C1477468183,959822.11,887924.11,0.0,0.0
184419,13,CASH_IN,298547.84,C607237608,1193995.31,1492543.15,C1798186192,62171.41,0.0,0.0,0.0
109585,11,CASH_IN,22000.51,C2111075959,6172346.68,6194347.19,C1824348154,461070.68,1224926.57,0.0,0.0
20364,8,CASH_IN,158995.94,C2024758508,1302247.81,1461243.76,C587433505,335341.4,202287.16,0.0,0.0
58729,9,CASH_IN,77692.78,C794738675,33173.0,110865.78,C1303218675,0.0,2550323.07,0.0,0.0
10934,7,CASH_IN,161921.01,C1105169171,238869.31,400790.32,C194746285,303190.22,1404489.37,0.0,0.0
145757,11,CASH_IN,161504.73,C1494657031,592.0,162096.73,C1148231313,181933.91,326729.54,0.0,0.0
19065,8,CASH_IN,27229.11,C1605356439,14274058.51,14301287.62,C1826598423,123512.0,6399.47,0.0,0.0
150400,12,CASH_IN,78611.19,C906833019,2887927.4,2966538.59,C1166464431,124312.0,45700.81,0.0,0.0
21266,8,CASH_IN,3009.79,C1352692165,4651145.04,4654154.83,C1540929793,24927.42,2977.52,0.0,0.0
50182,9,CASH_IN,53513.08,C1035163279,3111081.85,3164594.92,C549868595,3474129.73,2605122.02,0.0,0.0
70095,9,CASH_IN,35564.97,C1205000269,312254.94,347819.9,C914226248,11475.5,0.0,0.0,0.0
124783,11,CASH_IN,87739.4,C1893726606,1652286.76,1740026.17,C232718093,694928.52,607189.12,0.0,0.0
45821,9,CASH_IN,534910.48,C721750284,0.0,534910.48,C770360274,1735360.37,1200449.89,0.0,0.0
95019,10,CASH_IN,230232.01,C2042754564,33724.0,263956.01,C563403376,0.0,0.0,0.0,0.0
117213,11,CASH_IN,194261.97,C35851786,55766.0,250027.97,C404096126,1319696.4,1256391.01,0.0,0.0
153968,12,CASH_IN,174990.02,C96906443,4917465.0,5092455.02,C1618731616,505884.77,330894.75,0.0,0.0
